,UsernamePost,DatePosting,Posting,Saham
834,StockbitNews,"12 May 21, 12:10","Harga Emas Antam Stabil Rp 933 Ribu per Gram
Jakarta - Harga emas batangan PT Aneka Tambang Tbk (ANTM) atau emas Antam pada perdagangan Rabu, 12 Mei 2021, stabil atau sama dengan kemarin.""Harga emas batangan satu gram Rp 933.000,"" seperti dikutip dari situs resmi Logam Mulia pada Rabu.Berdasarkan situs Logam Mulia, harga emas batangan Antam di...",SATU
835,StockbitReports,"12 May 21, 12:10",Penyampaian Laporan Tahunan [PLIN],[]
836,maria9,"12 May 21, 12:09","@genn bau2 smelter gresik , asal tahan hold aja",[]
837,david255,"12 May 21, 12:09","@OJK @bei jelas dulu kalian kerja. Perusahaan ga jelas ipo, belajar sama bursa singapura dan us gmn bikin market kondusif.",[]
838,sidiksaham,"12 May 21, 12:09",@kober oya?.... moga2 lancar deh,[]
839,andripl,"12 May 21, 12:09","$IHSG $DADA

JAKARTA,   Di tengah tekanan dan penurunan pasar properti akibat pandemi Covid-19, PT Diamond Citra Propertindo (DADA) berhasil dalam menjaga dan mempertahankan kinerja usaha sepanjang tahun lalu. Berdasarkan laporan keuangan pada 2020, perusahaan berhasil mencatat pencapaian laba bersih hingga 109,77% dari tahun 2019.

Presiden Direktur Diamond Citra Propertindo Adam Bilfaqih menjelaskan, pandemi Covid-19 telah berdampak pada perlambatan berbagai aktivitas bisnis dan penjualan, khususnya terjadi pada awal-awal diberlakukannya pembatasan sosial berskala besar di sejumlah kota besar di Indonesia. Namun Diamond Citra Propertindo dapat melalui tahun 2020 dengan baik, hal ini tercermin dari pendapatan sebesar Rp 92,79 miliar akhir tahun 2020.

Read more at:","DADA,KOTA"
840,maria9,"12 May 21, 12:08",@arham168 optimis optimis,[]
841,ARJUNA777,"12 May 21, 12:08",@Ikbalikbal,[]
842,SofyanKurniawan,"12 May 21, 12:08","$BMRI sesuai prediksi,gue tunggu di 5700",BMRI
843,AJKP,"12 May 21, 12:08","@BosMeong ye bang emang gitu bahase aye, maklum bang orang kampuang ... jadi batul tuj bang harge wajar $BBHI 530 ?",BBHI
844,AJKP,"12 May 21, 12:07","@antigorengan kenape bang, ade yg salah dgn koment aye, kalo salah lontong di betulkan aje ye",[]
845,ikarahmah73,"12 May 21, 12:06",kena suspend ya kaa?,[]
846,natan88,"12 May 21, 12:06",@jameshermanto itulah SULAP Suhu,[]
847,nantiajalah00,"12 May 21, 12:05","Ini baru mantapp, bluechip garis keras jadi kliatan cupu parah",[]
848,Posh88,"12 May 21, 12:05","Emiten Li**o ada yang benci ada yang suka. Banyak yang untung dan banyak yang rugi juga. Tapi tidak separah B****e , Ben****",[]
849,Hacigo,"12 May 21, 12:05","@kaburterus setuju, untuk teroris OPM sepertinya tidak memungkinkan menciptakan teknologi dan menebarkan propaganda dengan skala dunia (klo misalnya cipto ponzi ya)
Yang memungkinkan memang dimanfaatkan oleh pihak yang teknologi nya sudah mapan, ya Zionis dan dimanfaatkan oleh pihak untuk cuci uang seperti bandar narkoba dan taipan korup.",UANG
850,kenong,"12 May 21, 12:04","@RomziCuan ya..tinggal pindahin dari sekuritas lokal ke sekuritas asing ,tapi pengendalinya sama. cuma lempar lemparan barang sendiri ..wkwkwkwkw",[]
851,Panjitejo,"12 May 21, 12:03",Namanya udh benci ya apa aja bener,[]
852,NatalieZafirah,"12 May 21, 12:03 · Edited on 12 May 21, 12:05","Pesan buat teman2 yang baru main saham

(Kenapa aku sebut main or game karena ada yang menang dan ada yang kalah, nah kekalahannya itu sesuai tujuan jangka panjang, jangka pendek dan jangka menengah). Seperti kemenangan yang tertunda.


1. Kamu tau dr mana deviden yang kamu terima itu tinggi? Dari modal yang kamu keluarkan, lebih kecil untuk 1 emiten mendapat deviden sama besar dengan emiten lain yang modal besar tapi jumlah devidennya sama dengan modal kecil yang kamu keluarkan untuk emiten lain.


2. Kalau pun terjebak dengan deviden trap kemungkinan besar tetap akan naik karena daya jual emiten itu sangat tinggi. (Mungkin karena pembelinya banyak, Saham favorite sejuta umat, Atau saham2 favorite manager investasi dll)

3. Berfikir sesuai kondisi, keras boleh kalau itu prinsip hidup, sesuai dengan hukum agama dan negara. Fleksibel untuk keputusan memilih saham. Dicari yang liquid dengan alasan kalau mau jual lagi ga susah cari pembeli karna banyak orang yang tertarik dengan emiten tersebut.

4. Dan Compounding Interest bunga berbunga dr deviden.
sumber



Mengutip Albert Einstein system compound interest adalah keajaiban dunia ke 8.

Strategy berinvestasi
1. Value investing (Pertama kali dikenalkan oleh investor profesional di awal abad ke-20, Benjamin Graham, value investing adalah startegi investasi untuk menemukan saham super dengan harga yang lebih murah dari harga wajarnya)

sumber


2. Strategy growth investing
(ada potensi pertumbuhan sebuah bisnis. Jika memilih strategi ini, investor tak mempedulikan apakah harga sahamnya murah atau mahal. Yang penting, perusahaan tersebut memiliki potensi untuk terus berkembang di masa yang akan datang.

sumber


3. Strategy Dollar Cost Averaging
(strategi investasi secara rutin di setiap periode (misalnya setiap bulan) dalam jumlah yang sama tanpa mempedulikan atau memperhatikan harga NAB/unit (nilai aktiva bersih per unit) 

4.Diversifikasikan/ portfolio (digunakan untuk menyebutkan kumpulan investasi yang dimiliki oleh institusi ataupun perorangan).

sumber


Note: Tulisan diwebsite yang tertera diatas, tolong ditanyakan penulis sumbernya dari mana / buku buku apa saja. thx","DAYA,MAIN,MASA"
853,nantiajalah00,"12 May 21, 12:03",Biasa orang cupu telat masuk kripto mah gitu,[]
854,Elite,"12 May 21, 12:03","@Agung1Z $LPCK bro 250 nanti. Jangan liatin, nanti cek aja tahun 2022 dst high probably di bawah 500 lagi .

Wong tahun2 lalu chuan gede saja never bagi dividen!

Klo $LPKR hmmm... mau bilang bisa ke gocap ntar ada yang marah","LPCK,LPKR"
855,jameshermanto,"12 May 21, 12:02",@Candra088 koawkowakokoawkoawkaow,[]
856,anjrit,"12 May 21, 12:02","gini kalo maennya kurang jauh.
jelas2 china adalah miner terbesar bitcoin...",[]
857,yongkinew,"12 May 21, 12:01",https://bit.ly/2QGu8oJ (Youtube Tips #390198954),[]
858,Wisdom28,"12 May 21, 12:01","@kaburterus
Gw cowo bangcaattt

Itu kawan sesama terong makan terong loe cuyy",[]
859,Candra088,"12 May 21, 12:01",@jameshermanto akakakakakakakaka,[]
860,erik91,"12 May 21, 12:01",@Wisdom28 ujung2nya kaya 20 tahun lalu.. buble dot com..,[]
861,RifqiHasperi,"12 May 21, 12:00",$ARTO mantap udah bisa bikin kartu debit,ARTO
862,kenong,"12 May 21, 12:00","coba main main di $BRMS laba naik 1000%, ada isu hyper inflasi kedepan. semua rasio fundamental mendukung,cuma dosa bawaan dagumen aja yg bikin ketahan, coba $SRTG yg masuk . pasti to the moon","BRMS,MAIN,SRTG"
863,kaburterus,"12 May 21, 11:59 · Edited on 12 May 21, 12:01",@Tino777 oh si @Wisdom28 ini ce pantesan DP nya kochenk. kami seluruh warga SB sudah merestui kalian berdua,[]
864,kaburterus,"12 May 21, 11:59 · Edited on 12 May 21, 12:01",@Tino777 oh si @Wisdom28 ini ce pantesan DP nya kochenk. kami seluruh warga SB sudah merestui kalian berdua,[]
865,kimhyuna,"12 May 21, 11:58","Just a careless prediciton, In a few years I will earn IDR 1694509824",[]
866,hengkyjulian,"12 May 21, 11:58",$BMRI,BMRI
867,juliushalim,"12 May 21, 11:58","Aturan OJK (baca dulu Bapepam) hanya seindah tulisan.

Ala Indonesia aturan dibuat dengan anggaran besar lewat rapat di hotel berbintang, mengundang ahli, lalu dibuat aturan seindah pantun yang akhirnya dalam pelaksanaannya NOL besar hingga hari ini.

Kalau ditegakkan aturan Hotel Prodeo mungkin tidak cukup menampung dugaan seantero dugaan korupsi, penyalahgunaan wewenang, pelanggaran aturan bisa bisa seperti krisis covid kekurangan penampungan, perawat serta kekurangan jaksa, hakim untuk menyidang darurat",[]
868,Elite,"12 May 21, 11:57",@jojojojo55 serius? Bener ada datanya??,[]
869,Wisdom28,"12 May 21, 11:57","@Tino777
Tuuhhh kaannn tuuhhh kannn !!
Nihh bro @kaburterus monggo dilanjutkan",[]
870,faraghyhasan,"12 May 21, 11:56",@MaknaInvestasiT2 mana coba liat dong yang bilang ada stand buy buyer nya ya?,[]
871,Elite,"12 May 21, 11:56","@erik91 bubble crypto meletus (burst) maksudnya ya..

Iya memang, tapi moneyflow nya nggak langsung....

Biasanya ikut2an paniknya dulu. Contoh market properti/ CDS di US crash th 2007-2008... ya saham DJIA SP500 Nasdaq nya ikut crash juga....",[]
872,StockbitNews,"12 May 21, 11:55","Telkomsel-Gojek Deal Jumbo Rp 6,6 T, Apa Rencana Besarnya?
Jakarta, CNBC Indonesia - Anak usaha PT Telkom Indonesia Tbk (TLKM), PT Telekomunikasi Selular (Telkomsel) resmi kembali menginvestasikan dana senilai US$ 300 juta atau setara dengan Rp 4,4 triliun (asumsi kurs Rp 14.500/US$) di Gojek.Ini merupakan investasi kedua Telkomsel ke Gojek, sebelumnya pad...",DEAL
873,StockbitNews,"12 May 21, 11:55","Faisal Basri Marah Soal KPK, Sampai Ajak Boikot Bank!
Jakarta, CNBC Indonesia - Penyidik senior KPK Novel Baswedan dan74 pegawai KPK lainnya dinyatakan tidak lolos asessment tes wawasan kebangsaan (TWK) yang menjadi syarat alih status pegawai menjadi ASN. Akibatnya ada 75 orang yang gagal tersebut resmi dinonaktifkan KPK.Hasil tes tersebut mendapat kri...",[]
874,StockbitNews,"12 May 21, 11:55","Sarinah Go Global, 100 Gerai Duty Free Hadirkan Produk UKM RI
Jakarta, CNBC Indonesia - Produk unggulan dari Indonesia bersiap tembus ke pasar global melalui kerja sama yang dijalin dengan Dufry, salah satu perusahaan duty free terkemuka di dunia.Dari kerja sama yang terjalin dirintis sejak 2020, Sarinah akan menyediakan lahan untuk Dufry di Sarinah Thamrin da...",SATU
875,StockbitNews,"12 May 21, 11:55","Debt Collector Meresahkan, OJK Murka & Peringatkan Leasing
Jakarta, CNBC Indonesia - Otoritas Jasa Keuangan (OJK) akan menertibkan perusahaan pembiayaan atau multifinance yang tidak mengikuti ketentuan penagihan sesuai dengan aturan yang berlaku. Upaya ini juga dilakukan bersama dengan Asosiasi Perusahaan Pembiayaan, untuk memastikan anggotanya mengikuti ke...",[]
876,StockbitNews,"12 May 21, 11:55","Terjawab, Gojek Caplok 4,76% Saham Matahari dari Lippo
Jakarta, CNBC Indonesia - Spekulasi seputar PT Aplikasi Karya Anak Bangsa alias Gojek membeli saham PT Matahari Putra Prima Tbk (MPPA) terjawab.Matahari Putra Prima melepas saham sebanyak 11,9% ke tiga entitas perusahaan. Dari 11,9% saham MPPA yang dilepas itu, masing-masing dibeli Panbridge Inv...",MPPA
877,Tino777,"12 May 21, 11:54",@Wisdom28 sok2 muna lo. nt uda liat terong gua jg lgsng ngangkang minta dimasukin,[]
878,jameshermanto,"12 May 21, 11:54","$UNVR wahai saudara-saudara sekalian

inilah produk-produk Unilever",UNVR
879,NNKPRSTY13,"12 May 21, 11:53",@Ikbalikbal tu de muun,[]
880,yuanita1407,"12 May 21, 11:51 · Edited on 12 May 21, 11:52",Gue masi percaya sama ini emiten kok..$HMSP rasa rokokny juga mash enak..tinggal ad inovasi baru aja di bidang rokok elektrik jdi biar pcinta samporna makin sayang sama ini emiten..kn pecinta samporna LA mild kan msi bertebaran..cerutu mah wismilak paling enak,HMSP
881,TaufiqH88,"12 May 21, 11:51 · Edited on 12 May 21, 11:51","$BRIS nih saham semenjak masuk msci jadi turun. entar kl dah dikeluarin dr msci, masak tambah turun lagi nih saham.",BRIS
882,jameshermanto,"12 May 21, 11:51","@natan88 hmm; hard to say bro
ini terlalu cepet growthnya, jadi kyk kembang api jadinya",[]
883,Wisdom28,"12 May 21, 11:51","@kaburterus
Wahh ente kurang dalam pendalaman nya",[]
884,JesenTj,"12 May 21, 11:50",$IHSG,[]
885,kaburterus,"12 May 21, 11:49",@Wisdom28 tahu tempe itu jelas makanan sehat & harganya mahal di luar negeri sana om,[]
886,MaknaInvestasiT2,"12 May 21, 11:49","@jojojojo55

daymmm...",[]
887,Wisdom28,"12 May 21, 11:49","@maroriver
Ingat ya anda kan bilang BTC alias bitcoin bukan teknologi blockchain nya. Okay comprade amigos ??",[]
888,Elite,"12 May 21, 11:48","Sudah dari Nov.2020 keliatan downtrend nya, dan di January effect cuma ada efek DCB nya...

Fase Denial  tingkat dewa  $UNVR saat jebol <7000.

Sekarang kira2 di fase apa??",UNVR
889,kaburterus,"12 May 21, 11:48",@Wisdom28 itu lirik lagu dangdut jaran goyang om,[]
890,erik91,"12 May 21, 11:48","kripto bubble malah bagus buat bandar dan ritel balik ke pasar modal yang ""lebih riil"". Justru menurut saya kok crypto hrs koreksi dalam / bubble dl agar pasar modal bergairah lagi.. ekspekstasi orang ke kripto agak mirip sama kejadian bubble tech dot com 20 thn lalu..

masalah covid, menurut saya malaysia hanya antisipasi atas kemungkinan agar yg terburuk tidak terjadi.. tahun ini lebih kuat ke arah perbaikan ekonomi..

tapi itu menurut saya..","AGAR,TECH"
891,xoxocia,"12 May 21, 11:48","@Wisdom28 bener kok, pelakunya belajar rakit bom di YouTube, daya ledaknya sih kecil cuma ya diteror terus-terusan pd saat itu.
Pelakunya itu sendiri dulu kerja di bank C**B yg kantornya di sebrang mall Alsut.","BANK,DAYA"
892,Wisdom28,"12 May 21, 11:48","@kaburterus
Hmmmm tahu tempe itu jg konspiracy zionis, terusin aja ampe kiamat.",[]
893,Wisdom28,"12 May 21, 11:48","@kaburterus
Hmmmm tahu tempe itu jg konspiracy zionis, terusin aja ampe kiamat.",[]
894,maroriver,"12 May 21, 11:47",@Wisdom28 Siap,[]
895,kaburterus,"12 May 21, 11:47",@Wisdom28 jelas israel Krn kl opm gak mining clepto tp mining gold yg beneran aset om,GOLD
896,yongkinew,"12 May 21, 11:46",$ZZZZ will recover! #1747341825,[]
897,bondansribawono,"12 May 21, 11:46",Lansung ARB nih,[]
898,Wisdom28,"12 May 21, 11:46","@maroriver
Mari kita lihat 20 tahun lagi",MARI
899,natan88,"12 May 21, 11:45",@jameshermanto mungkin yg belum ke bayar Suhu ane belom ahli baca lapkeu. Baru garis besar aja masih cuan itu Q4 prospek nih. Gak bakal ke 50 Suhu,BACA
900,yongkinew,"12 May 21, 11:45",$IHSG will recover! #1112983546,[]
901,maroriver,"12 May 21, 11:44",@Wisdom28 Jangan terlalu memaksakan diri untuk menjelaskan sesuatu yg tidak Anda pahami kawan,[]
902,Wisdom28,"12 May 21, 11:44","@kaburterus
Ahh masa ?? Jgn2 bukan israel terorisnya tapi ..............",MASA
903,risky666,"12 May 21, 11:44","@Elite ya dude tp bpjs ga boleh cutloss dude, kayaknya asabri juga ga boleh cutloss..dan kalaupun pada saat nanti mereka udh cuan mereka juga keluarnya ga bakal langsung haki dude, tp pasti dicicil biar ga bikin rusak harga juga dude..",[]
904,calista2304,"12 May 21, 11:44",kl deposit ke akun binance kena fee jg ya bro,[]
905,yongkinew,"12 May 21, 11:44","No, I think you would earn IDR 1577184943",[]
906,yongkinew,"12 May 21, 11:43","No, I think you would earn IDR 2031948360",[]
907,Wisdom28,"12 May 21, 11:43","@kaburterus
Hehh ???
Kayaknya ente salah kamar dehh om @kaburterus, coba lgsg open bo ama @Tino777, soalnya dia biasa comment ahh uuhh muaachh kimochii2 & all others scary things dulu yg bikin mata ane geli2 ngeriii
Barangkali bisa saling memenuhi hasrat terong kalian masing2...
Selamat berbahagia",[]
908,Elite,"12 May 21, 11:43","Atau para longterm investor $UNVR yang buy dari th 2012 dan sebelumnya harga masih 4000an ke bawah...
Klo sell sekarang2 masih capital gain diluar dividen.",UNVR
909,genzei,"12 May 21, 11:42",#YPC,[]
910,yongkinew,"12 May 21, 11:41","Just a careless prediciton, In a few years I will earn IDR 1181386425",[]
911,kaburterus,"12 May 21, 11:41","@Wisdom28 Israel itu salah satu teroris yg dibiayai pake crypto, berarti indo dengan melegalkan crypto sama aja dengan mendukung terorisme","INDO,SATU"
912,IVLIVS,"12 May 21, 11:41",@Wisdom28 Kalau saiya merokok $HMSP tapi ndak mau pegang sahamnya gimana tuh Om?,HMSP
913,yongkinew,"12 May 21, 11:41","Just a careless prediciton, In a few years I will earn IDR 577827403",[]
914,Elite,"12 May 21, 11:39","Dude @risky666 cek modal nya BPJS di $ANTM berapa ?
Asabri di $AGRO berapa ?

Itu baru dua jenis saham dimana mereka floating Profit ratusan persen... klo mau sell/ TP ANTM 1000 dan AGRO 300 pun mereka masih profit !","AGRO,ANTM"
915,jameshermanto,"12 May 21, 11:39","aku baru sadar natan, itu hutang jangka panjang jadi hutang jangka pendek coba kamu cek, aku mungkin salah",[]
916,jojojojo55,"12 May 21, 11:39","@MaknaInvestasiT2 berita ekonomi israel itu jarang muncul di indonesia karena taboo tapi ya kenyataanya gitu

israel pemain besar crypto",[]
917,kaburterus,"12 May 21, 11:38",@Wisdom28 sampai cinta suciku kau buang.....buang......,[]
918,todopluto,"12 May 21, 11:38","$IHSG Sebenarnya saham-saham yang gak bagi dividen itu fundamentalnya bagus gak sih??

https://bit.ly/3o67PoA",[]
919,DendiRayendra,"12 May 21, 11:37",sama sama,[]
920,afie,"12 May 21, 11:37",dari dulu LK-nya mau tertulis untung/ rugi tdk perlu dipercaya ...,[]
921,MaknaInvestasiT2,"12 May 21, 11:36",Hah? Serius Sob? Beneran nanya. Bukan China kah?,[]
922,MaknaInvestasiT2,"12 May 21, 11:35","@Heryprisma

Iya, kebetulan saya ada baca dari tahun lalu PUT V dan PUT VI sudah ada 'LOU' kalau KB Kookmin dipastikan menjadi Stand by buyer. Sudah direncanakan dari tahun lalu.

Met hari Raya dan Liburan Pak.",BACA
923,jojojojo55,"12 May 21, 11:34","$IHSG yang demen crypto terimakasih sudah membantu israel membeli peluru dan rocket untuk menyerang palestina xixixixixi

mereka (israel) miner dan backing terbesar crypto",[]
924,Agung1Z,"12 May 21, 11:32",$LPKR 250...,LPKR
925,natan88,"12 May 21, 11:31",Pinjaman Sindikasi $PBRX uhuy,PBRX
926,kaburterus,"12 May 21, 11:31","$IHSG $BMRI $TDPM PERLUNYA AMANDEMEN PASAL 5C POJK NO. 23 /POJK.04/2016 UNTUK MELARANG RDT (REKSADANA TERPROTEKSI) DAN RDPT (REKSADANA PENDAPATAN TETAP) MENGGUNAKAN UNDERLYING MTN (MEDIUM TERM NOTES)

Gagal bayar pokok Reksadana Terproteksi Mandiri Seri 147/151/152 yang dikelola oleh Mandiri Manajemen Investasi atau Mandiri Investasi. RDT ini memiliki underlying medium term notes (MTN) atau surat utang jangka menengah Tridomain Performance Material Seri II Tahun 2018 (MTN).  PT Tridomain Performance Material Tbk (TDPM) seharusnya melakukan pelunasan pokok MTN tersebut pada 27 April 2021. Namun sampai dengan tanggal tersebut, TDPM belum melakukan pelunasan pokok MTN.

Usaha yg dilakukan MMI secara intensif terus berkomunikasi dan meminta TDPM agar mencari penyelesaian agar TDPM dapat segera melunasi kewajibannya dan memenuhi hak-hak investor RDT.

TDPM berencana menerbitkan Obligasi Berkelanjutan I Tridomain Performance Materials Tahap I 2021 dan Sukuk Mudharabah Berkelanjutan I Tridomain Performance Materials Tahap I Tahun 2021. Maka underwriter, penjamin emisi & wali amanat segera menghentikan proses bookbuilding & tahapan selanjutnya.

Alangkah baiknya jika OJK segera mengeluarkan aturan terkait reksa dana yang berbentuk investasi kolektif, dimana reksa dana pendapatan tetap (RDPT) dan reksa dana terproteksi (RDT) dilarang berinvestasi di medium term notes (MTN).

Sehingga dengan terbitnya aturan ini maka penerbitan MTN untuk dibeli reksa dana tidak semudah dulu dengan proses yang lebih panjang sehingga reksa dana ketika membeli MTM akan lebih berhati-hati sebelum masuk ke surat utang sehingga menjaga terjadinya gagal bayar dan memudahkan pengawasan.

Mari kita simak perbedaan antara obligasi dan MTN:

Waktu Jatuh Tempo Sebagai surat berharga berbasis utang, baik Obligasi maupun MTN memiliki waktu jatuh tempo. Perbedaannya adalah jatuh tempo obligasi bervariasi antara 370 hari hingga 30 tahun. Sementara untuk MTN biasanya hanya berkisar antara 1   5 Tahun Penerbit Penerbit dari Obligasi umumnya bisa berupa pemerintah dan korporasi, sementara penerbit dari MTN hanya korporasi saja. Tidak tertutup kemungkinan perusahaan menerbitkan MTN dan Obligasi sekaligus. Jaminan Obligasi sesuai dengan informasi yang tercantum dalam prospektusnya, ada yang dijamin dengan aset secara spesifik, tanpa jaminan khusus (clean basis), dan tanpa jaminan sama sekali (obligasi subordinasi). Sementara untuk MTN, umumnya berbentuk clean basis. Yang dimaksud dengan clean basis biasanya jaminannya bukan aset perusahaan yang telah dijadikan jaminan. Misalkan suatu perusahaan memiliki aset dalam bentuk gedung yang sudah dijaminkan ke bank, maka ketika terjadi gagal bayar, hasil penjualan dari gedung tersebut tidak dapat dibayarkan kepada pemegang obligasi atau MTN.

Metode Penawaran Obligasi ditawarkan melalui mekanisme penawaran umum yaitu penawaran menggunakan media massa atau ditawarkan kepada lebih dari 100 pihak dan telah terjual kepada lebih dari 50 pihak. Sementara MTN ditawarkan secara terbatas dan dimiliki maksimal 49 pihak. Skema penawaran umum pada obligasi memiliki persyaratan yang lebih ketat dan proses yang lebih panjang bagi perusahaan dibandingkan penawaran MTN yang hanya ke pihak tertentu. Rating / Peringkat Efek Risiko terbesar dari surat hutang adalah risiko jika terjadi gagal bayar. Untuk memudahkan masyarakat dalam menilai risiko gagal bayar, salah satu indikator yang digunakan adalah rating atau peringkat yang diterbitkan oleh perusahaan pemeringkat efek seperti PT. PEFINDO atau PT. Fitch Rating Indonesia. Standar rating adalah kategori Investment Grade (Layak Investasi) dari AAA, AA, A dan BBB dan Non Investment Grade (Tidak Layak Investasi) dari BB, B, CCC, CC, C dan Default.

Besaran Kupon Kupon adalah tingkat imbalan yang dibayarkan kepada pemegang surat utang. Besaran kupon biasanya ditentukan oleh jangka waktu dan rating dari perusahaan. Secara teori, semakin lama jangka waktu maka semakin besar kupon yang diberikan dan sebaliknya. Sebagai contoh, surat utang dengan jangka waktu 5 tahun biasanya akan memberikan kupon lebih besar dibandingkan surat utang dengan jangka waktu 2 tahun. Untuk rating, biasanya semakin tinggi / baik rating perusahaan, maka semakin kecil kupon yang diberikan dan sebaliknya. Sebagai contoh, perusahaan dengan Rating AAA akan membayarkan kupon lebih kecil dibandingkan perusahaan dengan rating A. Metode penawaran juga berpengaruh. Obligasi yang ditawarkan melalui skema penawaran umum memiliki persyaratan yang lebih ketat dan potensi jumlah pembeli yang lebih besar, untuk itu, kupon yang diberikan bisa saja lebih kecil dibandingkan MTN yang pemiliknya dibatasi hanya 49 pihak saja.

Minimum Investasi Besaran nominal untuk minimum investasi amat bervariasi. Untuk obligasi pemerintah tipe Ritel seperti ORI dan Sukuk Ritel, minimum investasi bisa dimulai dari Rp 5 juta. Sementara untuk obligasi pemerintah seri FR (Fixed Rate), biasanya membutuhkan minimal Rp 1 M atau bahkan lebih besar. Hal yang sama juga berlaku untuk obligasi Korporasi. Untuk MTN, karena pihak pembeli dibatasi hanya 49 pihak, maka minimum pembelian bisa dari Rp 5 M hingga puluhan M untuk mencapai target kuota yang ingin diterbitkan perusahaan. Transaksi di Pasar Sekunder Meskipun berbentuk surat hutang, baik obligasi maupun MTN dapat diperjual belikan sebelum jatuh tempo. Pada prakteknya, hanya obligasi pemerintah seri FR yang aktif diperdagangkan. Sementara untuk obligasi korporasi jarang. Untuk MTN lebih jarang lagi sehingga kebanyakan investor memegangnya hingga jatuh tempo (mature).

Obligasi dan MTN dalam reksa dana
Kebijakan investasi dari kedua reksa dana sesuai dengan peraturan OJK adalah minimal 70 persen untuk reksa dana terproteksi dan minimal 80 persen untuk reksa dana pendapatan tetap harus diinvestasi pada surat berharga berbentuk hutang. Jenis surat berharga yang dapat menjadi aset dasar reksa dana secara spesifik diatur dalam Pasal 5 POJK No. 23 /POJK.04/2016 tentang Reksa Dana Berbentuk Kontrak Investasi Kolektif. Pada pasal 5 A dan 5 C, disebutkan Investasi Reksa Dana Berbentuk Kontrak Investasi Kolektif hanya dapat berupa: 5.a. Efek yang ditawarkan melalui Penawaran Umum dan/atau diperdagangkan di Bursa Efek di dalam maupun di luar negeri dan 5.c. Efek Bersifat Utang atau Efek Syariah berpendapatan tetap yang ditawarkan tidak melalui Penawaran Umum dan telah mendapat peringkat dari Perusahaan Pemeringkat Efek; Berdasarkan Peraturan OJK di atas, Obligasi masuk dalam kategori sesuai pasal 5 A dan MTN masuk dalam kategori sesuai pasal 5 C. Dari sisi likuiditas, reksa dana pendapatan tetap merupakan jenis reksa dana yang bisa dibeli dan dijual investornya kapan saja. Untuk itu, pilihannya lebih banyak jatuh pada instrumen obligasi yang likuiditasnya lebih baik alias lebih banyak ditransaksikan di pasar sekunder seperti obligasi pemerintah dan obligasi korporasi. Porsi MTN kalaupun ada, biasanya lebih sedikit.

Sementara untuk RDT, karena hanya bisa dibeli pada awal masa penawaran dan dipegang hingga jatuh tempo, maka likuiditas tidak menjadi pertimbangan utama sehingga bisa berupa MTN dan atau Obligasi. Dari sisi kebijakan investasi, maksimum penempatan pada 1 perusahaan di reksa dana pendapatan tetap dibatasi maksimal 10% kecuali obligasi pemerintah. Sehingga secara teori, minimal perusahaan yang terdapat dalam reksa dana pendapatan tetap adalah 10 perusahaan. Sementara pada reksa dana terproteksi, manajer investasi diberikan keleluasaan untuk menempatkan 100 persen dana kelolaan pada 1 perusahaan saja. Jika terjadi risiko gagal bayar pada obligasi atau MTN, maka reksa dana pendapatan tetap paling banyak kehilangan 10 persen dari nilai investasinya, sementara pada reksa dana terproteksi, kehilangan bisa mencapai 100 persen. Untuk itu, ketika berinvestasi pada reksa dana terproteksi, fokus utama dari investor adalah pada risiko gagal bayar perusahaan penerbit MTN dan Obligasi. Pihak yang menawarkan seperti Bank Agen Penjual atau Manajer Investasi tidak memberikan jaminan apabila terjadi gagal bayar. Untuk investasi pada reksa dana pendapatan tetap, risiko gagal bayar tetap ada walaupun lebih kecil karena terdiversifikasi. Namun karena dapat diperjualbelikan setiap saat, harga reksa dana dapat berfluktuasi. Suku bunga yang naik dapat menyebabkan harga reksa dana pendapatan tetap turun dan sebaliknya. Perlu memperhatikan perubahan data makro ekonomi seperti suku bunga dan inflasi serta menyadari bahwa terdapat risiko penurunan harga walaupun profil reksa dana konservatif.

# DISCLAIMER ON - JANGAN DIPERCAYA #","AGAR,BANK,BMRI,MARI,MASA,SATU,TDPM"
